date,Close
2012-01-02,102.01168541205219
2012-01-03,103.15473820927834
2012-01-04,101.84652645561188
2012-01-05,100.26430750784591
2012-01-06,102.71860077190968
2012-01-09,103.00612359600495
2012-01-10,102.7538169375998
2012-01-11,102.69082560840941
2012-01-12,103.8577806921368
2012-01-13,105.76230850831278
2012-01-16,105.5493784431461
2012-01-17,105.1791749989281
2012-01-18,104.35202027646142
2012-01-19,104.98818703128237
2012-01-20,107.06496385876072
2012-01-23,99.14485646152608
2012-01-24,99.81902018833524
2012-01-25,97.27936180153384
2012-01-26,94.85389597043101
2012-01-27,93.02942031481561
2012-01-30,93.74071484405222
2012-01-31,94.39908354481226
2012-02-01,94.47873261820493
2012-02-02,94.83731117350483
2012-02-03,95.75075943497015
2012-02-06,96.04073934875309
2012-02-07,97.29622118158119
2012-02-08,96.57358889719629
2012-02-09,96.0301126672882
2012-02-10,96.66484131280477
2012-02-13,98.05198846398751
2012-02-14,99.23366541521924
2012-02-15,100.8059291941819
2012-02-16,101.86516791981501
2012-02-17,102.06817219966516
2012-02-20,103.40571105839365
2012-02-21,103.67116398931277
2012-02-22,105.31533934317893
2012-02-23,104.56732929337555
2012-02-24,105.02148165844896
2012-02-27,107.06416206315103
2012-02-28,105.4564573373346
2012-02-29,105.50126904647206
2012-03-01,104.56165956199924
2012-03-02,104.46970170446363
2012-03-05,105.18682960959596
2012-03-06,106.06521793006749
2012-03-07,107.53267665621308
2012-03-08,108.70714607702719
2012-03-09,107.44104563830754
2012-03-12,108.31792326829782
2012-03-13,110.01523975244987
2012-03-14,111.2311340833362
2012-03-15,111.39983015973003
2012-03-16,110.63265435054548
2012-03-19,108.94640794331029
2012-03-20,110.13717467779047
2012-03-21,110.69386921425568
2012-03-22,112.54150494040876
2012-03-23,112.4784331872688
2012-03-26,113.52237183324996
2012-03-27,112.18265386659864
2012-03-28,112.22937165466138
2012-03-29,112.93589201188719
2012-03-30,111.08566334674839
2012-04-02,110.01522628250741
2012-04-03,108.84195673736028
2012-04-04,109.14557152113231
2012-04-05,108.97618582046758
2012-04-06,109.06352687503986
2012-04-09,107.49100340372031
2012-04-10,107.18657795617992
2012-04-11,111.25822855418548
2012-04-12,111.43469197654576
2012-04-13,111.39473853969255
2012-04-16,111.65360186798065
2012-04-17,112.04509418146694
2012-04-18,110.631033668333
2012-04-19,111.33969613960426
2012-04-20,111.98892675425299
2012-04-23,110.7828358577262
2012-04-24,110.67021554477358
2012-04-25,110.74810560361215
2012-04-26,110.56326971377617
2012-04-27,110.33707970504132
2012-04-30,109.57336986252912
2012-05-01,107.214299392838
2012-05-02,107.24734204235946
2012-05-03,106.96614334074843
2012-05-04,110.06237289499498
2012-05-07,109.99584185926079
2012-05-08,111.23866679136584
2012-05-09,110.39241822167955
2012-05-10,111.05075834584346
2012-05-11,110.33041222193359
2012-05-14,109.64875227888949
2012-05-15,108.61292406224177
2012-05-16,109.90125030625441
2012-05-17,111.88130391768381
2012-05-18,113.27288249568588
2012-05-21,114.2735531043878
2012-05-22,114.91050663316129
2012-05-23,116.96790495336163
2012-05-24,118.25171333270387
2012-05-25,116.77289527858166
2012-05-28,116.99525081670701
2012-05-29,117.82199639980087
2012-05-30,117.2218697621065
2012-05-31,117.46259951819562
2012-06-01,117.17588926122143
2012-06-04,119.39757913756328
2012-06-05,118.09527929934447
2012-06-06,118.20286882871744
2012-06-07,119.5952688061743
2012-06-08,117.71085095880993
2012-06-11,118.48454272200549
2012-06-12,119.7972490710917
2012-06-13,116.64207442097032
2012-06-14,117.76410431278055
2012-06-15,118.51877790269236
2012-06-18,116.45410661218818
2012-06-19,116.93338806771258
2012-06-20,116.40483136325659
2012-06-21,117.45273560566602
2012-06-22,118.18420038886215
2012-06-25,120.26348946770315
2012-06-26,127.58552640188941
2012-06-27,125.70878726917879
2012-06-28,120.67114248153798
2012-06-29,119.26249216113207
2012-07-02,119.0452364769673
2012-07-03,117.73605997445496
2012-07-04,118.5023083354915
2012-07-05,117.55200598230866
2012-07-06,119.26049948684224
2012-07-09,117.75895677573496
2012-07-10,118.98585786356716
2012-07-11,120.50440437747373
2012-07-12,121.01526512918828
2012-07-13,121.28709109669043
2012-07-16,122.37171235509985
2012-07-17,122.93538473686986
2012-07-18,124.91745834070312
2012-07-19,125.85666737185142
2012-07-20,126.20371016654701
2012-07-23,127.93407748876469
2012-07-24,126.07711283183183
2012-07-25,128.9091151898377
2012-07-26,128.20001584856072
2012-07-27,126.92571541395488
2012-07-30,126.12565155291836
2012-07-31,127.17384350821601
