date,Close
2012-01-02,101.54844931667564
2012-01-03,101.6481888701609
2012-01-04,102.30277866600206
2012-01-05,104.65718888137958
2012-01-06,104.10365877963201
2012-01-09,103.12087473556981
2012-01-10,103.94902747320593
2012-01-11,104.59152170756285
2012-01-12,104.18910400602401
2012-01-13,103.17373102414402
2012-01-16,104.77577521163167
2012-01-17,103.75531952768962
2012-01-18,102.75572810396045
2012-01-19,101.68981508386206
2012-01-20,102.55253361418309
2012-01-23,103.26739950210428
2012-01-24,103.42556532158822
2012-01-25,102.75195327833713
2012-01-26,103.19774606635737
2012-01-27,104.0459531786546
2012-01-30,105.02177166343787
2012-01-31,106.0682624182203
2012-02-01,106.82084288668634
2012-02-02,107.81151391701877
2012-02-03,108.75272779044005
2012-02-06,109.75074788458909
2012-02-07,110.08118647579144
2012-02-08,110.97885885008498
2012-02-09,111.23748388799473
2012-02-10,109.82838472318348
2012-02-13,109.80767706331218
2012-02-14,110.81579399455244
2012-02-15,110.03524488727325
2012-02-16,111.02616509228211
2012-02-17,110.38630132136686
2012-02-20,110.3389059040139
2012-02-21,113.25738905932883
2012-02-22,113.17630251179828
2012-02-23,113.45921335937632
2012-02-24,111.72517445077604
2012-02-27,111.46470097352096
2012-02-28,112.83464870896671
2012-02-29,113.4747290445918
2012-03-01,113.11559276152508
2012-03-02,112.7174767405138
2012-03-05,113.72478682371674
2012-03-06,114.49684597659879
2012-03-07,114.32752018723862
2012-03-08,115.88130128107798
2012-03-09,115.19902458331379
2012-03-12,115.44952862224866
2012-03-13,115.58568520179647
2012-03-14,116.9309549796163
2012-03-15,116.30384710941826
2012-03-16,116.03556908882358
2012-03-19,116.23696376305115
2012-03-20,116.81028462637566
2012-03-21,116.84024253121108
2012-03-22,116.95318566470073
2012-03-23,115.93150419683498
2012-03-26,116.17001892388963
2012-03-27,116.80032495952064
2012-03-28,116.45474358209815
2012-03-29,117.06977314626002
2012-03-30,117.66267330614775
2012-04-02,119.07751932407325
2012-04-03,119.82829944744051
2012-04-04,120.76957730867622
2012-04-05,120.73526481085248
2012-04-06,119.67795805624615
2012-04-09,121.31300407273507
2012-04-10,120.24164054443287
2012-04-11,118.93316629565722
2012-04-12,119.5554503971143
2012-04-13,120.31269210479567
2012-04-16,119.8708933182933
2012-04-17,118.45795562410694
2012-04-18,117.71103260771912
2012-04-19,117.63130155845967
2012-04-20,117.93483287321837
2012-04-23,118.50085230462253
2012-04-24,118.24650930482447
2012-04-25,118.4914856614417
2012-04-26,117.77110881228894
2012-04-27,116.58626726522867
2012-04-30,118.26808918631413
2012-05-01,117.27275520758451
2012-05-02,117.90052046197684
2012-05-03,118.50008542677526
2012-05-04,118.58545762256938
2012-05-07,119.48237783267226
2012-05-08,118.0019581956665
2012-05-09,117.82337418481855
2012-05-10,119.6626396754259
2012-05-11,118.47272247797622
2012-05-14,118.29851228219543
2012-05-15,117.67855485929569
2012-05-16,117.32774688935925
2012-05-17,118.63526133121107
2012-05-18,118.9784623046153
2012-05-21,117.78602321642178
2012-05-22,117.13467695366992
2012-05-23,116.51809584053137
2012-05-24,117.47699585806276
2012-05-25,117.77472286604389
2012-05-28,117.15895836193373
2012-05-29,117.55315720673055
2012-05-30,117.67622040271071
2012-05-31,118.03607757250974
2012-06-01,117.83673318825116
2012-06-04,118.13380975332342
2012-06-05,117.7047203135594
2012-06-06,116.75694574996452
2012-06-07,115.21443645670595
2012-06-08,115.9806572550964
2012-06-11,117.60027603642122
2012-06-12,119.63968045591398
2012-06-13,119.17442095017373
2012-06-14,118.33395822484766
2012-06-15,119.95727391489854
2012-06-18,120.0973286559938
2012-06-19,119.20316626729166
2012-06-20,119.04072638665544
2012-06-21,119.30936410415856
2012-06-22,119.0998443642697
2012-06-25,119.52131283245635
2012-06-26,120.3944040781069
2012-06-27,120.74867957353649
2012-06-28,120.3837472783133
2012-06-29,120.11442896217798
2012-07-02,121.05229623313724
2012-07-03,121.32682621088028
2012-07-04,122.14688117446816
2012-07-05,120.92487929881206
2012-07-06,120.68182583649222
2012-07-09,120.5106156536297
2012-07-10,119.36192349598207
2012-07-11,117.79549715891142
2012-07-12,118.06525949721673
2012-07-13,117.84592369269421
2012-07-16,119.59136725488733
2012-07-17,120.29874167694229
2012-07-18,121.09647329880443
2012-07-19,121.99900202019565
2012-07-20,121.87275784434395
2012-07-23,122.6281775026447
2012-07-24,122.8555374940522
2012-07-25,123.43648548216049
2012-07-26,122.83023702182399
2012-07-27,122.29674601646552
2012-07-30,121.63627293578895
2012-07-31,121.2588880589398
2012-08-01,123.32950790692097
2012-08-02,123.10844158712611
2012-08-03,123.26724075406203
2012-08-06,123.36436242002442
2012-08-07,124.64855525842738
2012-08-08,124.73721525748454
2012-08-09,126.032926589037
2012-08-10,125.45152055983917
2012-08-13,124.52885437798935
2012-08-14,123.92619408973205
2012-08-15,123.84507420872983
2012-08-16,123.41015184814611
2012-08-17,123.6577219854318
2012-08-20,125.84123827439353
2012-08-21,125.49448331313464
2012-08-22,126.48993958536172
2012-08-23,126.63666061926122
2012-08-24,127.23991011102076
2012-08-27,127.06867537388979
2012-08-28,126.3045567868388
2012-08-29,126.78782021959452
2012-08-30,127.4555301299233
2012-08-31,125.51744144586998
2012-09-03,125.43100801384183
2012-09-04,123.74163333672313
2012-09-05,125.51465442021343
2012-09-06,127.04626808039392
2012-09-07,127.98875009247513
2012-09-10,128.49758578619418
2012-09-11,128.25340403978305
2012-09-12,128.20814065581237
2012-09-13,128.29016546374464
2012-09-14,130.59627834673552
2012-09-17,130.07047158587827
2012-09-18,130.87272584921428
2012-09-19,130.29502184263694
2012-09-20,131.07138922897684
2012-09-21,129.78942264439956
2012-09-24,131.4920014589838
2012-09-25,132.81183197983177
2012-09-26,132.47115016505958
2012-09-27,132.23167880645747
2012-09-28,131.28490368393483
2012-10-01,131.4768411721436
2012-10-02,131.5473791653367
2012-10-03,131.82433665937876
2012-10-04,131.21078432687966
2012-10-05,132.48071460431507
2012-10-08,131.51614101093924
2012-10-09,133.35794921020175
2012-10-10,133.87227710532093
2012-10-11,132.6958666390831
2012-10-12,134.31338828159784
2012-10-15,134.2788071868686
2012-10-16,133.48682744586796
2012-10-17,132.50072467493368
2012-10-18,132.19151128447064
2012-10-19,131.5903095129206
2012-10-22,133.40938114255016
2012-10-23,133.3835440844747
2012-10-24,131.74526785555068
2012-10-25,133.73926296098514
2012-10-26,132.6909529797217
2012-10-29,132.79163059653328
2012-10-30,132.5229257209332
2012-10-31,131.01860163805875
2012-11-01,129.42685547206975
2012-11-02,128.88656705600343
2012-11-05,128.9555482724635
2012-11-06,130.2865874898144
